root_seed_id,pool_id_bech32,latest_distinct_stake_addresses_with_current_value,current_lovelace,current_ada
fourth_entry_781m,pool1t6n7rysk6wzm9wqxda6zxpzmm3j6256fs3mp06dc26n6503hhj4,4,385095024054,385095.024054
fourth_entry_781m,pool1aqg6fvhcaulvss2ruvpx6ur9vj7pejvdcxv6xp0qlwuwx94evf0,25,381466037741,381466.037741
fourth_entry_781m,pool1zdtqtsu3l3ytatzyvrq48d4mpnll9c5evwfq6taxkmn9vvdz839,1,373467201939,373467.201939
fourth_entry_781m,pool14u30jkg45xwd27kmznz43hxy596lvrrpj0wz8w9a9k97kmt4p2d,8,371721285622,371721.285622
fourth_entry_781m,pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,19,364950421703,364950.421703
fourth_entry_781m,pool1zgxvcqf0dvh0ze56ev2ayjvuex3zdd3hgxzdrcezkx497mv3l7s,119,357780331609,357780.331609
fourth_entry_781m,pool16pg8zc9zxxfjksquvjs6ljxuy8ng9xf79ekqekap98a8wjzuttg,3,352486775275,352486.775275
fourth_entry_781m,pool14fjmlppz76667ws3jl5luejf2wgztuhpsftulvh3ucc65anqgve,3,339793669121,339793.669121
fourth_entry_781m,pool15f9qklmaajysmwx9n3rkgc5s2g3rfffz4x8spnedtzdgq43tpe2,5,337247611576,337247.611576
fourth_entry_781m,pool14rnkjjate6rqa7f9xmezgwne99n8hlahg7ymcyhzkhus758r3h7,1,335731011780,335731.011780
fourth_entry_781m,pool1urgvu6zk422j4xwtxa45lzpd6dm25msfthpkezr042secrtuwzc,14,328843395046,328843.395046
fourth_entry_781m,pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,9,326435848695,326435.848695
fourth_entry_781m,pool1hkklrx9ac7w57d79mnv76rxlgq4acg5ecwhyep7k3zn0u5cz2k9,5,322161920760,322161.920760
fourth_entry_781m,pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,4,321004498370,321004.498370
fourth_entry_781m,pool1vxvdypctdecvc2j7xu9y8h2fdxvkpjy2pp8luwg2h6dx5jlv0nk,3,315528153061,315528.153061
fourth_entry_781m,pool14enw2643rn9nn6yzv60jyz3hj4kxs0jvap87lkgsqykh508jxm6,69,312998404293,312998.404293
fourth_entry_781m,pool1gqgyta9sku3crjzfl9kj7kxsgfkt98y98yeu09kx22zscrezuj7,5,312366630564,312366.630564
fourth_entry_781m,pool15wkxegrfflzcyhurrjxsm9ljqtz09xr5rtnqsarnp7hmsz5um3t,71,310953251955,310953.251955
fourth_entry_781m,pool1jst7rrhucnp93hepezv5yqy6fx982xs2v0udwfc5ea6my3kfak7,73,308653781794,308653.781794
fourth_entry_781m,pool1ytszp582dm9u5un6mevt9czgcnuqhflwfr9ly4ukpeqcughryqh,2,302864534135,302864.534135
fourth_entry_781m,pool12eht6dqxpzqj87xuextrpufz2gxmt4reuesuw26r2utzw0kw906,1,300000000000,300000.000000
fourth_entry_781m,pool1x0qm7xsyh2za3ltprxsgael544je4hg8tc3q3v5gv232z8jt4wp,14,299515728483,299515.728483
fourth_entry_781m,pool13zh79cqv3y36cgknzagwegp8y0kuzel2j046jmup97hhjwk5myw,2,296404404031,296404.404031
fourth_entry_781m,pool1qfxukshs4fkcrflzdnxa2fdza5lfvew3y6echg8ckaa4q8m5hyf,34,292274012994,292274.012994
fourth_entry_781m,pool1vquhv3kh6xkklckaenl8alyuhfsld57ef5573aqauueyqacx4ak,28,280432296492,280432.296492
fourth_entry_781m,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,18,279574671709,279574.671709
fourth_entry_781m,pool1eqa7kxx4xg35cu4rqj4exkvzhenscgh8wxez0gl7hsagygp79kr,8,265970071290,265970.071290
fourth_entry_781m,pool1lr5ku0p3jhykdf3a2kcr0tyra30qvzrtl02dr6uyv98rxdsy3k9,3,262637219424,262637.219424
fourth_entry_781m,pool1jeu74g86ys4fekhykqcww99kdsq3nlym8a6kfw8s8ff3vskad70,23,259428439760,259428.439760
fourth_entry_781m,pool1gtphgrdj8sluxm9e7ca2spcwcq2p0dxj9zf5v0yv3gsagzq704n,29,259277273221,259277.273221
fourth_entry_781m,pool14skj6e4rpjanzclx3fc880xnl8xafgg63tmw93t9xspvwx985qu,54,258650330896,258650.330896
fourth_entry_781m,pool1qqqyv9pn9typyqwcxqk5ewpxy5p27g5j2ms58hpp2c2kuzs5z77,23,257255553250,257255.553250
fourth_entry_781m,pool1qnrqc7zpwye2r9wtkayh2dryvfqs7unp99f2039duljrsaffq5c,13,255975218104,255975.218104
fourth_entry_781m,pool1g8y2gz4sk7xhyaj469jlj3njyu5dlvqa7t7v9c2gk0yc69879z8,2,251882164951,251882.164951
fourth_entry_781m,pool1jq7r3evstu2c040vlry8tgvpwf0mfvft86cxecwjpwcuvvqfu2r,14,248120640656,248120.640656
fourth_entry_781m,pool1wz27a9pvd2jat98s375lxaaj7qxy405km4vzp83wn5vtwp59kvh,9,246399203720,246399.203720
fourth_entry_781m,pool1ynxx88cq0y8vg8yrq3jrw6epm7rq9a8859v34sq9lzjy7ztg90u,97,239239559911,239239.559911
fourth_entry_781m,pool19pyfv4xnln8x4l7auw0n0skk3hd97shun707hrw5d4s553ys74x,4,232470348148,232470.348148
fourth_entry_781m,pool1ddg6t2h9kj6lqlec4ncjs945lzj43m3ggrgdhf5sgzhtygpkznz,9,226517986310,226517.986310
fourth_entry_781m,pool1m62sl6rauje9cknrkhwl39tc4hujudkd7gp478dpz7tagmjr8wm,15,226211648928,226211.648928
fourth_entry_781m,pool1vdh6kxcqt9mxavyv80ggnec6jjwms44ms30rhle3lt266aj8jgh,1,221000000000,221000.000000
fourth_entry_781m,pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,22,220859898258,220859.898258
fourth_entry_781m,pool1xj5f7a79lnc9v0gjn00fkf2lyzexngka59tpcew5rrkyqveagpt,4,220006680040,220006.680040
fourth_entry_781m,pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,2,218080815883,218080.815883
fourth_entry_781m,pool13hxlxd6qa68fmfhrvvmasa0mjg30tj9p5v2lmgmgsmrp2rgzkfp,3,217325795443,217325.795443
fourth_entry_781m,pool1yc6f3cqsc7jfh07hcns64v5cp8720mve870pgxf2wkr3u8l7tse,11,214456216799,214456.216799
fourth_entry_781m,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m,24,211862507177,211862.507177
fourth_entry_781m,pool1nudasuv0lljpe0tswcverqvlh0v4226vgnpsuxn0e9nkvnvcvne,26,208848930654,208848.930654
fourth_entry_781m,pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,1,207898383210,207898.383210
fourth_entry_781m,pool15pmdr6nw3g6mmt7regefp2lrx3njah0gpwsnqm794c4wsr23062,1,207647555651,207647.555651
fourth_entry_781m,pool1lfvzgsrghmugvpym868mh29288ez0nncz680mamzjygu2jpuwcd,5,203392574842,203392.574842
fourth_entry_781m,pool1dghwejqptsjtf9k8paspg9rhl8humxx0nh7sk37j0ada2dr9mqh,1,200117999486,200117.999486
fourth_entry_781m,pool16ajaae2n5lsyr4f9k9uz5y8tpf0996tw640dzu7chwp2wdrnz6a,16,198271083922,198271.083922
fourth_entry_781m,pool1g77ac5d7efytjc2rc3c8lnwl9snmlp8p7858fp06teqv6pcf694,1,197739661563,197739.661563
fourth_entry_781m,pool1q9049mstrv5czwyylpf3xen08pmvsfsgtru4wf3zvc9uxat2sm0,5,197498511240,197498.511240
fourth_entry_781m,pool138m7hevnvp664cmtralju857t5k7e4frpnaevtgpuykggr50kne,21,196461250674,196461.250674
fourth_entry_781m,pool19asxjgd6ah9ddzauwede4wpt9vsp6s4ax5nz297wt47evc9sn7z,12,193689872978,193689.872978
fourth_entry_781m,pool17xextu09ghdfcmsq83whq0a45geg83jxe4qt94sevu087tzdzkl,19,184086622178,184086.622178
fourth_entry_781m,pool189lsf6c2upyhmrzddyvyfjxxkqnte9pw8aqx7f4cuf85sjxlm02,13,177324510930,177324.510930
fourth_entry_781m,pool1ayfjmnrv5vg6tfducvysn360re6qfwuv2rhc4ph6jk33ztuxlhq,6,177078528000,177078.528000
fourth_entry_781m,pool14wk2m2af7y4gk5uzlsmsunn7d9ppldvcxxa5an9r5ywek8330fg,15,176627043759,176627.043759
fourth_entry_781m,pool1swe9nsv8lzugakjkfv04dn38scmq48wzynmn0lxasupuzmqcgjm,5,174175132209,174175.132209
fourth_entry_781m,pool1lqpymyzg9glc88r7urptuv0d8t2tu9ty7xtshvxmgpu0j4lp8p3,7,173035931384,173035.931384
fourth_entry_781m,pool1wt0pf4u2xktp0f7apveu242w6nkm4ltk3m8g039lvuhwq4zdtf3,11,172627550336,172627.550336
fourth_entry_781m,pool1jdhjfcu34lq88rypdtslzwyf27uh0h3apcr9mjd68zhc69r29fy,15,171909132189,171909.132189
fourth_entry_781m,pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej,20,169988029970,169988.029970
fourth_entry_781m,pool1evg78egp8gfqae273kvmmdee2dnt6vty60dpwdespg4hujznh3a,2,168873255129,168873.255129
fourth_entry_781m,pool1qvvn2l690zm3v2p0f3vd66ly6cfs2wjqx34zpqcx5pwsx3eprtp,3,167226357153,167226.357153
fourth_entry_781m,pool1ft4xjlz9uw0r0ewcgtkgeakqrfc5azxmxwsm5pt94dv67mw4rgd,5,166906942401,166906.942401
fourth_entry_781m,pool16f95up5u5lyqne5mnxmlhe0rgdgmya27mph288r6gw0ukegjffa,2,164314890629,164314.890629
fourth_entry_781m,pool1nhlv5z2lsptzgcp9ype0mppc7zyndm66ypm4sw5hy27ewdchqx0,10,163538740251,163538.740251
fourth_entry_781m,pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5,6,162094309027,162094.309027
fourth_entry_781m,pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,4,159159640456,159159.640456
fourth_entry_781m,pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn,2,158890669707,158890.669707
fourth_entry_781m,pool1qvhss6kxmtl27nr4ugvypayhvt4a4vzll8p9csdg2v8q7d22llu,8,158710569373,158710.569373
fourth_entry_781m,pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,7,158240565153,158240.565153
fourth_entry_781m,pool1ell3xjtspzzz4vtsatscan6rheltf7j3hh2s8qsam2h3jvcxzm9,4,156056942395,156056.942395
fourth_entry_781m,pool17038jcq6xdgjn0xsjx7m79rx52r7sucqwtr5j20tk23w5mjank3,1,151240835617,151240.835617
fourth_entry_781m,pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53,2,151145721118,151145.721118
fourth_entry_781m,pool17r3u34ywld6sehe9dd5t40ygq7rmc6yfw2k0h0hpllznwlmwsnn,1,149898955859,149898.955859
fourth_entry_781m,pool1uhy50u9y76nd6z2xmzt3mta0yc7g3gdssef8lheyyg7zzymgzm8,14,149851235691,149851.235691
fourth_entry_781m,pool15r7xg0vrrv2yu8wj3866eap8ftkuxvdk5rjz2lh4xajjq5v3p5d,7,147601964882,147601.964882
fourth_entry_781m,pool1mqy259k253xryf4hvdq0n72n2uvadcgp34r0fxwpqzm0z5n0qp6,2,147590437485,147590.437485
fourth_entry_781m,pool1d3gckjrphwytzw2uavgkxskwe08msumzsfj4lxnpcnpks3zjml3,4,146057430230,146057.430230
fourth_entry_781m,pool1vh4y864hcq2r66ak37w4dsnkhnsfxaaacs0p5s4vj5676m6txwm,10,145667103656,145667.103656
fourth_entry_781m,pool1fg42yz0qpu5jd0gd3g5xty4mm6jdxkje8szag8h798nyyxw6zd3,1,143559430935,143559.430935
fourth_entry_781m,pool1uk2f28awascuhrhuwrp7x6y87x8ch33vwx8jtmrysp7l5ngq78j,12,142728277741,142728.277741
fourth_entry_781m,pool1263z8symvqmmsg876y2lzluv29am2v9fpzka9sf3nrhz7uwlzap,1,138650000000,138650.000000
fourth_entry_781m,pool1ppqdq5yfkkllrcj0u47pakg9e4ha568pz3a9kkrr6w2kyw8gxv7,1,131921680000,131921.680000
fourth_entry_781m,pool14zdcvdec8qmqzsat5wg3a2h9f0u5yzrgjew534z8u3gs5durnjz,29,131566679863,131566.679863
fourth_entry_781m,pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up,6,131488576599,131488.576599
fourth_entry_781m,pool1u4sxd6x0qsy7evljt24vtnyhpxd098n609sfcmly6c096mr3jgq,3,130133364017,130133.364017
fourth_entry_781m,pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,25,129448031785,129448.031785
fourth_entry_781m,pool1calq8kjzrvp83l80rtvgmulausl99q4tjfkz2lp227vkymd5wgg,5,129190689493,129190.689493
fourth_entry_781m,pool16j3mvwws7zc9pjluyhddgea0tq647v0dh3y4nkcuckg9znjcun2,6,125587911167,125587.911167
fourth_entry_781m,pool1wf7wk3802jxtkmek6uprm77cgqx53t4qep9kwkl078w3yw0ff69,16,124883877578,124883.877578
fourth_entry_781m,pool1jz5ljsnj4fzmk84j0wcw9ldy866dn07nzqg2ktyuyjvfvr3jgtq,6,123861751866,123861.751866
fourth_entry_781m,pool1ecvcst7k9eul4ggnljh0jw2s5nc2tyfmyzsx3xg3kmmz6ptgfwj,13,122443971696,122443.971696
fourth_entry_781m,pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl,8,121780985952,121780.985952
fourth_entry_781m,pool195gdnmj6smzuakm4etxsxw3fgh8asqc4awtcskpyfnkpcvh2v8t,13,121205283088,121205.283088
fourth_entry_781m,pool1eqj3dzpkcklc2r0v8pt8adrhrshq8m4zsev072ga7a52uj5wv5c,4,121081656647,121081.656647
fourth_entry_781m,pool1qqqqdktl6pq46td0mwut0qn30g7nlue0sete9wxl0hwsq37wrw8,14,116560176340,116560.176340
fourth_entry_781m,pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,6,114856464582,114856.464582
fourth_entry_781m,pool1rct5guwnp6nk9f4ldn5tr3s42j0nm5rxeayv56lxua5ck47ex39,10,111169839077,111169.839077
fourth_entry_781m,pool1cspe7naf0mtntwyysqxk6czah3jlh6v4cja8pdfju932yxsehnm,2,108876862545,108876.862545
fourth_entry_781m,pool1druxd2syfrvqvepxh60fz0qhralcesruphh5atujuh0jktjy0ma,12,108155120054,108155.120054
fourth_entry_781m,pool1yt868wrp9s2x5pehe96del9m3nwasme62yw02vww3kg6zwzspcz,6,106067624433,106067.624433
fourth_entry_781m,pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,1,104488148634,104488.148634
fourth_entry_781m,pool1re8cmjt895tpx8dx2veg0cew5yqtxnt82sll03e433a4ugnh9w7,1,103552818032,103552.818032
fourth_entry_781m,pool1lvsa8e0dw6z8g2fkw7prnfa7627wuy5jjexaadck6w5sxw5xkvm,5,102767305634,102767.305634
fourth_entry_781m,pool15zrkyr0f80hxlt4scv72tej8l8zwrcphmrega9wutqchjekceal,9,102217496703,102217.496703
fourth_entry_781m,pool1sjwdmeme5zs042jzwmdvxshhv27kepxke0mr02f2yzacsyd4wtu,19,100950585580,100950.585580
fourth_entry_781m,pool1zht8n9qyssc4y2vrqap8acn6jf6jpqktq3tnlu0mkhq5vm8sv2x,1,100663970170,100663.970170
fourth_entry_781m,pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq,3,100161000000,100161.000000
fourth_entry_781m,pool1czg8a3gg33aujkkcf9wrnr8zf4qq9qn0rrkh04umrg60k0vyvdl,1,100141361836,100141.361836
fourth_entry_781m,pool1k6zdhtvhtfyrgmkmsd0lmxzzeeh46jd37yktscaxpry9vwaxq9x,1,100000000000,100000.000000
fourth_entry_781m,pool1wpmjtfqcwvtcs9znpuulk99yk2zz6pfh0c4k9f2xlcspgqjndk2,1,99999000000,99999.000000
fourth_entry_781m,pool16hs0jxw7h6pwg3ru7rcq3yvg4csj7lhmcpj68kqem2sh5nt8mwk,26,96565781819,96565.781819
fourth_entry_781m,pool1k6knum588fm9fe5tmljeytyx65rv6h5jn8au824t86zt62nyd9e,1,94466238967,94466.238967
fourth_entry_781m,pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,1,94414465855,94414.465855
fourth_entry_781m,pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,1,89969000000,89969.000000
fourth_entry_781m,pool15s7w4spg5ee7n7rprhs0dq78plw2mhjkpu5v97uvl27gz2way7z,8,84644543675,84644.543675
fourth_entry_781m,pool1larpvn53yyufaf8fh89nrrpgruqcq8mgxrtdxp5y87cqse3yfg2,1,83382313100,83382.313100
fourth_entry_781m,pool1484zq40k4xg69t55z4fqz78zz6j3t9pvlw4jd635w692xhfzkka,1,82964799239,82964.799239
fourth_entry_781m,pool1kcnh9avc9jgelajcja7y6wsvjdaulkqj02azcszjvm3pwmksr0l,3,80852542584,80852.542584
fourth_entry_781m,pool136wr0g23dw9daekuyqtgk366vywms6meespgpm3hdguxqczaaug,10,79093489499,79093.489499
fourth_entry_781m,pool1fqwnqk3phwa2s5thgym8dw34pv0z67m526uqprnjh93cvzxymef,11,78644981849,78644.981849
fourth_entry_781m,pool1vxz0deezj5c2950e7arpzfqxzq8zd9kawsullrzjw5rsq0yhxgr,2,77257023188,77257.023188
fourth_entry_781m,pool1y2gynck9pd4en5rzm0rueqd2qm7sw89aqmkcntd899vv237qj38,3,76436260016,76436.260016
fourth_entry_781m,pool10akpqvczl93ep4rc59c0aqyn3dm0env2ydysuwmdm670wl24pd8,23,75953822911,75953.822911
fourth_entry_781m,pool1heks0vmxkfka2amg9c8yn8qdsxvgmzelfx6jhpfkj8ht5mn0r2m,3,75879023592,75879.023592
fourth_entry_781m,pool1qqqqrwzy7njvjq9wph7usj5gghm3py9c97688ek8pgc7uem9cfz,5,75176846905,75176.846905
fourth_entry_781m,pool1nr2pl3yqx65hq6y2r8unlnrejfkypeh84zezf44u7glcz50yzet,2,74476198257,74476.198257
fourth_entry_781m,pool1ddghnthymd3duklvx5pfunymqg29xe4vlmy89u2efyjdktn33kz,1,73514126916,73514.126916
fourth_entry_781m,pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,7,71930042944,71930.042944
fourth_entry_781m,pool1uq8l234306m76unyz8kuwnkvmtvazaks6vuvyx3a3khngavvcw0,9,71484632123,71484.632123
fourth_entry_781m,pool1g5gmej3cj67td4pmvmacnls8nuq0gjld2pwfeg3jwpxujdx6lmu,6,71208621784,71208.621784
fourth_entry_781m,pool13pt7us94nw782t5v4d89sz8zqn8hcn8r8r7hhph5mvxvvp3c76v,5,71105982884,71105.982884
fourth_entry_781m,pool1du3r4a7xq60hg2x0wcz7lw5ya3qs74rk258c8kanp93rsqdqu45,3,69910092673,69910.092673
fourth_entry_781m,pool1yq8xwvf856x3nyj348ghhwegwl8ggq87gjlp6wgy9ms9xznny84,1,69872127461,69872.127461
fourth_entry_781m,pool1xkwnlr34tjrnkz6u4c0p36cju3xuls4dyynsdkf6cv22ksuhz6q,5,69687401153,69687.401153
fourth_entry_781m,pool166dkk9kx5y6ug9tnvh0dnvxhwt2yca3g5pd5jaqa8t39cgyqqlr,11,68889581611,68889.581611
fourth_entry_781m,pool1mxqjlrfskhd5kql9kak06fpdh8xjwc76gec76p3taqy2qmfzs5z,4,67366625397,67366.625397
fourth_entry_781m,pool1u99x2rr6trfznwakv0959llmxmtgc2nvanc067uugl3ejuvvnc8,9,65573486599,65573.486599
fourth_entry_781m,pool104avq7309gjm0fxms69yqusxy8zf888k4mamngg5vnc6vculpzq,12,65527779427,65527.779427
fourth_entry_781m,pool1vm3rcng5f729uuhehfq0ael0pw9x9dlukqkdlmk2fnakxt3jxyj,1,65463709000,65463.709000
fourth_entry_781m,pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse,10,63653532485,63653.532485
fourth_entry_781m,pool1caulv7s08g0jnptzdc69qycptacu7fzahny2epzh7sh9vhqz6xz,13,63326106993,63326.106993
fourth_entry_781m,pool1k633phcvz2hjhj45evwwau4w576jpq83acg5h84w23jauqu56cw,13,62153533130,62153.533130
fourth_entry_781m,pool14cq4fchmmqjygwjw4zexmqqd6a7caxptjnvseyu6wanjuppv4vk,8,62125856984,62125.856984
fourth_entry_781m,pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,10,62058905120,62058.905120
fourth_entry_781m,pool1qqmvjqwzcg3p0x89a9hd6lgwvqq8wy2w6mcx0csaxq4x6xz7qyn,5,61417024889,61417.024889
fourth_entry_781m,pool1xs34q2z06a46nk7hl48d27dj5gzc6hh9trugw2ehs9ajsevqffx,3,61305362208,61305.362208
fourth_entry_781m,pool1cmqpzlsrrjup8zg6qaperz868u64dlt7uvvdszsr658mvzz9qq0,1,60761809550,60761.809550
fourth_entry_781m,pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk,1,60561139306,60561.139306
fourth_entry_781m,pool1ukeqarukv9gxwy9pt8jkr4qvad2yf87758g3xzemmvmtk8lrynp,20,60244598067,60244.598067
fourth_entry_781m,pool1r0sxz0hygfc0266lhdclve6j3cwcwlth6dya6uey65yxjnwm7qc,2,59646204921,59646.204921
fourth_entry_781m,pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,6,58686827059,58686.827059
fourth_entry_781m,pool1qzlwlyu92fsx94qu6u5nw3sy334f5yat3dv3jgx0grrsv0kp422,3,58080810000,58080.810000
fourth_entry_781m,pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf,20,55634757965,55634.757965
fourth_entry_781m,pool1a600v0jd2z3yajazd80phln3exekumm7g56d9yvlrh6vx8dx2fc,1,55140677188,55140.677188
fourth_entry_781m,pool1pgdw8zfuwjkqhkl5fycfkdplkwqkmwvx7gsr2rkvvpnf23wwg8r,1,54672327889,54672.327889
fourth_entry_781m,pool1vnsfv2qpt5gxte9prupjey8kw7ap7t6c8lc02ks4s3gtqplhgd3,3,53904185862,53904.185862
fourth_entry_781m,pool1a4qtpgce7cu6wzc79fx7qrc3938hkl2gf8c2h5jugvm2gnu86l7,10,52893436034,52893.436034
fourth_entry_781m,pool1t8gjk7jzvujfv9s8q992e6s7tp8na0q3j62g7s4ppzfmccus4jk,7,52876246318,52876.246318
fourth_entry_781m,pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8,5,52854779796,52854.779796
fourth_entry_781m,pool1ulx9ennungrtcucslrpz93cze5fddlg96h0wwj83p6fpsrvgz2v,1,52796096338,52796.096338
fourth_entry_781m,pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f,3,52320696308,52320.696308
fourth_entry_781m,pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky,3,51869547000,51869.547000
fourth_entry_781m,pool16fa03u6u85ek2q8lryqprngpahglssj5qqh66pfaxf34vgu5rhl,1,49277806227,49277.806227
fourth_entry_781m,pool1w8ham64lthvzzxzn5hknq4yrj8xt2nark409s2xmntlwvt4ag3r,4,49249517189,49249.517189
fourth_entry_781m,pool1cuqnuz57puz2qd3enr9vtkcp7z92ge4h2ks6j8zzknztx3283q7,2,48790643239,48790.643239
fourth_entry_781m,pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4,1,48626511000,48626.511000
fourth_entry_781m,pool1j099ctc7kcc9fa78dz5qwsy2g0n96lrgletwxvxmyzh4zd7ck0j,6,48140629399,48140.629399
fourth_entry_781m,pool1ttxtgplmy2v7t9s56gm3xxhsyxe68kpx0vu3utts03p2k4x3avl,2,47737164768,47737.164768
fourth_entry_781m,pool1pnzwgsgzd6t4788sfr7dxjyusepyq9xaxnpyfcngewqf29t9ayd,39,46888431245,46888.431245
fourth_entry_781m,pool1c0xj2fa97zuz4phld87atg6yphz3hju409fm5xgnwuuvqww25qj,2,46622019712,46622.019712
fourth_entry_781m,pool1ewrm7y47s9hv6hxku9n5gfnsuspymp0qqpwgvgm9rvm37cek2h6,5,46617205916,46617.205916
fourth_entry_781m,pool1w6l6rvhxtym5psec3mvgrjlg28d6hrv8g9jjexadzmxfgndfg2f,3,46408563056,46408.563056
fourth_entry_781m,pool19f6guwy97mmnxg9dz65rxyj8hq07qxud886hamyu4fgfz7dj9gl,7,46281019438,46281.019438
fourth_entry_781m,pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,1,45600484614,45600.484614
fourth_entry_781m,pool10capak8jppvj8h46e35xdth6h22pahtr3lcgscrpa06jzv0xn8w,2,45299569054,45299.569054
fourth_entry_781m,pool1a23gmvalpdams9d42t7fur8vmknzjv7wd3nsvuvrc7dv66lnau0,4,44355946580,44355.946580
fourth_entry_781m,pool1l5kwfudnqrhw3k4lwzcppu36nun9puvvr7xnanuz8a2zx4jaek5,14,44196367322,44196.367322
fourth_entry_781m,pool1sks9qwpygf9vmgeuh4n4a3s36k35c3qnz7pd4qqvw5825x62y3y,1,43335063622,43335.063622
fourth_entry_781m,pool1p5ja48uqc7pjnuqvwu7cgmspvx938qpnf4zqm0x2k0ngkh4lkjx,3,43210392911,43210.392911
fourth_entry_781m,pool1vc8jhqtwjrjwsfk6a0enx47hd2ufg98c34ta6lvl0zv0uhpech9,2,42288734421,42288.734421
fourth_entry_781m,pool1jql92je87mrx5gpjhmwr6a8a766cktcf5p0p8wd0wxq87nu80yf,4,41986905273,41986.905273
fourth_entry_781m,pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt,14,41268893010,41268.893010
fourth_entry_781m,pool1dmpzsnuwxy44ky3dskuhmwpglumy6j0rc5wyfxlu3zym798f79g,2,40999000000,40999.000000
fourth_entry_781m,pool17kew7rtakc7g6qzydntann5umw08xq3ll2j7spk7en4kvff69fa,5,40914693529,40914.693529
fourth_entry_781m,pool1k0xrqp03mn9u3q3sadndd6vu9udl5v38xpzyw0shm8sskuxw2av,2,40715098047,40715.098047
fourth_entry_781m,pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek,4,40404442239,40404.442239
fourth_entry_781m,pool1uyvyxt9k9g038h567x8halej4x87j7m4r4zyz9lhv4dcv83husk,11,40352722951,40352.722951
fourth_entry_781m,pool18mege8wvzzdvh8cxx6ncnqyvacl4lxukw495c87xmz8qcdl6lj8,1,40000000000,40000.000000
fourth_entry_781m,pool1fr8ug253hlv0pt4sxu3w20r03pnpkh2wpedegp55t8nsx28rkma,1,39213547719,39213.547719
fourth_entry_781m,pool1e8vr85ank99g6fx2r7tjel2mh2jyfppnqy6nmp8vr0arys65n05,1,38491469000,38491.469000
fourth_entry_781m,pool1u0mc9ywfxl529atxyajuz3pgqnwgnk6w7lejjmjg22ucvn7z9vh,4,37149951920,37149.951920
fourth_entry_781m,pool1k3nkfa5ugavrpd9nwd3s6yyx454qxnquxwmux4rzfunl7q0z38t,1,37004241273,37004.241273
fourth_entry_781m,pool1zj4h7kc6v53q9r8x3fwzfuayf2frwme8u5k86gu0uzeeuvqxgul,9,36868568130,36868.568130
fourth_entry_781m,pool1nwt6mxqus3tpzrshky5h5kykz9rjpxmacrvw0z6yak9uk5p5045,18,36360609656,36360.609656
